Ch,Circ,action,location,person,Author,Novel
0.2022653721682848,0.209277238403452,0.05339805825242718,0.1871628910463862,0.3478964401294498,Булгаков,Записки юного врача
0.2044917257683215,0.23798266351457842,0.05397951142631994,0.19621749408983452,0.3073286052009456,Булгаков,Записки юного врача
0.18510356985456147,0.27589246364037023,0.049801674746584396,0.17232260907888938,0.31687968267959454,Булгаков,Записки юного врача
0.2123774095366926,0.22421373013189044,0.067974298275279,0.1670612106865066,0.32837335136963136,Булгаков,Мастер и Маргарита
0.18544600938967137,0.24618544600938966,0.06690140845070422,0.16960093896713616,0.33186619718309857,Булгаков,Мастер и Маргарита
0.21097601051593823,0.2707854091357213,0.05652316792638843,0.19224449556358855,0.26947091685836344,Булгаков,Мастер и Маргарита
0.1979627989371125,0.24357838795394154,0.05535872453498671,0.19441984056687334,0.30868024800708593,Булгаков,Мастер и Маргарита
0.19693511574828823,0.24160417345940657,0.06716661232474731,0.19432670361917184,0.299967394848386,Булгаков,Мастер и Маргарита
0.22298111691442346,0.22860586580956208,0.05504218561671354,0.1803937324226597,0.31297709923664124,Булгаков,Мастер и Маргарита
0.21635687732342007,0.24052044609665427,0.050929368029739776,0.19256505576208177,0.29962825278810407,Булгаков,Мастер и Маргарита
0.19728682170542636,0.25775193798449614,0.04496124031007752,0.1883720930232558,0.3116279069767442,Булгаков,Мастер и Маргарита
0.21060275962236746,0.20733478576615832,0.06790123456790123,0.17610748002904866,0.3380537400145243,Булгаков,Мастер и Маргарита
0.20037593984962407,0.2503759398496241,0.05902255639097744,0.19323308270676692,0.29699248120300753,Булгаков,Мастер и Маргарита
0.20106482931412464,0.2649545881616035,0.056060131537738804,0.19668023802067022,0.2812402129658628,Булгаков,Мастер и Маргарита
0.18658122879758765,0.2634753109687147,0.06407840180927252,0.19713531850735017,0.288729739917075,Булгаков,Мастер и Маргарита
0.1899159663865546,0.2504201680672269,0.06218487394957983,0.19327731092436976,0.3042016806722689,Булгаков,Мастер и Маргарита
0.20318282753515915,0.23019985196151,0.0618060695780903,0.18763878608438195,0.31717246484085865,Булгаков,Мастер и Маргарита
0.19136522753792298,0.23453908984830804,0.046285492026448855,0.21664721898094128,0.31116297160637885,Булгаков,Мастер и Маргарита
0.19971821063754844,0.25396266290947517,0.05177879535047552,0.1965480803099683,0.2979922507925326,Булгаков,Мастер и Маргарита
0.1816707218167072,0.2278994322789943,0.052311435523114354,0.18937550689375507,0.34874290348742903,Булгаков,Мастер и Маргарита
0.19067961165048544,0.23300970873786409,0.0570873786407767,0.18019417475728156,0.3390291262135922,Булгаков,Мастер и Маргарита
0.2079207920792079,0.18297029702970297,0.056633663366336635,0.18732673267326733,0.36514851485148514,Булгаков,Мастер и Маргарита
0.18099698895951824,0.27065908330545335,0.061224489795918366,0.18969555035128804,0.297423887587822,Булгаков,Мастер и Маргарита
0.1982651796778191,0.22098306484923586,0.0751755472945064,0.1916563403552251,0.31391986782321357,Булгаков,Мастер и Маргарита
0.1712571584401418,0.2855194982274339,0.07035724025088629,0.19770929915462232,0.2751568039269157,Булгаков,Мастер и Маргарита
0.18856569709127383,0.26613172851889,0.04948177866934136,0.19224339685723837,0.3035773988632564,Булгаков,Мастер и Маргарита
0.20816653322658127,0.1833466773418735,0.06405124099279423,0.19015212169735787,0.3542834267413931,Булгаков,Мастер и Маргарита
0.20380289234065346,0.27611140867702194,0.06025709694697375,0.19791108730583826,0.2619175147295126,Булгаков,Мастер и Маргарита
0.17589239524055872,0.28815312984997415,0.05587170201758924,0.20175892395240558,0.2783238489394723,Булгаков,Морфий
0.2006079027355623,0.21411685241472475,0.057413036136440394,0.17257683215130024,0.3552853765619723,Булгаков,Морфий
